Pais,Tipo GINI,Ciudad ,Año,GINI
El Salvador,Urbano,San Salvador,1999,0.45
El Salvador,Urbano,San Salvador,2002,--
El Salvador,Urbano,San Salvador,2004,0.449
El Salvador,Urbano,San Salvador,2010,0.409
Guatemala ,Urbano,Guatemala Ciudad,1989,0.545
Guatemala ,Urbano,Guatemala Ciudad,1994,--
Guatemala ,Urbano,Guatemala Ciudad,1998,0.529
Guatemala ,Urbano,Guatemala Ciudad,2002,0.521
Guatemala ,Urbano,Guatemala Ciudad,2006,0.514
Guatemala ,Urbano,Guatemala Ciudad,2010,--
Honduras,Urbano,San Pedro Sula,1990,0.528
Honduras,Urbano,San Pedro Sula,1994,0.531
Honduras,Urbano,San Pedro Sula,1999,0.489
Honduras,Urbano,San Pedro Sula,2002,0.523
Honduras,Urbano,San Pedro Sula,2006,0.468
Honduras,Urbano,San Pedro Sula,2010,0.477
Honduras,Urbano,Tegucigalpa,1990,0.558
Honduras,Urbano,Tegucigalpa,1994,0.554
Honduras,Urbano,Tegucigalpa,1999,0.511
Honduras,Urbano,Tegucigalpa,2002,0.544
Honduras,Urbano,Tegucigalpa,2006,0.526
Honduras,Urbano,Tegucigalpa,2010,0.51
México,Urbano,Chetumal,1989,--
México,Urbano,Chetumal,1994,0.461
México,Urbano,Chetumal,2002,--
México,Urbano,Chetumal,2005,0.428
México,Urbano,Chetumal,2010,0.499
México,Urbano,Chihuahua,1989,--
México,Urbano,Chihuahua,1994,--
México,Urbano,Chihuahua,2002,0.453
México,Urbano,Chihuahua,2005,0.433
México,Urbano,Chihuahua,2010,0.465
México,Urbano,Ciudad Juarez,1989,--
México,Urbano,Ciudad Juarez,1994,--
México,Urbano,Ciudad Juarez,2002,0.42
México,Urbano,Ciudad Juarez,2005,0.506
México,Urbano,Ciudad Juarez,2010,0.467
México,Urbano,Colima,1989,--
México,Urbano,Colima,1994,0.406
México,Urbano,Colima,2002,0.444
México,Urbano,Colima,2005,0.438
México,Urbano,Colima,2010,0.392
México,Urbano,Cuernavaca,1989,--
México,Urbano,Cuernavaca,1994,--
México,Urbano,Cuernavaca,2002,0.445
México,Urbano,Cuernavaca,2005,0.463
México,Urbano,Cuernavaca,2010,0.423
México,Urbano,Culiacán Rosales,1989,--
México,Urbano,Culiacán Rosales,1994,--
México,Urbano,Culiacán Rosales,2002,0.401
México,Urbano,Culiacán Rosales,2005,0.475
México,Urbano,Culiacán Rosales,2010,0.371
México,Urbano,Durango,1989,--
México,Urbano,Durango,1994,0.44
México,Urbano,Durango,2002,0.482
México,Urbano,Durango,2005,0.413
México,Urbano,Durango,2010,0.401
México,Urbano,Guadalajara,1989,0.522
México,Urbano,Guadalajara,1994,--
México,Urbano,Guadalajara,2002,0.446
México,Urbano,Guadalajara,2005,0.399
México,Urbano,Guadalajara,2010,0.421
México,Urbano,Hermosillo,1989,--
México,Urbano,Hermosillo,1994,--
México,Urbano,Hermosillo,2002,0.44
México,Urbano,Hermosillo,2005,0.57
México,Urbano,Hermosillo,2010,0.41
México,Urbano,Irapuato,1989,--
México,Urbano,Irapuato,1994,--
México,Urbano,Irapuato,2002,--
México,Urbano,Irapuato,2005,0.428
México,Urbano,Irapuato,2010,0.457
México,Urbano,León,1989,--
México,Urbano,León,1994,--
México,Urbano,León,2002,0.344
México,Urbano,León,2005,0.459
México,Urbano,León,2010,0.407
México,Urbano,Mérida,1989,--
México,Urbano,Mérida,1994,--
México,Urbano,Mérida,2002,0.356
México,Urbano,Mérida,2005,0.503
México,Urbano,Mérida,2010,0.439
México,Urbano,Mexicali,1989,0.438
México,Urbano,Mexicali,1994,--
México,Urbano,Mexicali,2002,0.431
México,Urbano,Mexicali,2005,0.365
México,Urbano,Mexicali,2010,0.461
México,Urbano,México Ciudad,1989,0.55
México,Urbano,México Ciudad,1994,0.553
México,Urbano,México Ciudad,2002,0.497
México,Urbano,México Ciudad,2005,0.559
México,Urbano,México Ciudad,2010,0.488
México,Urbano,Monterrey,1989,0.504
México,Urbano,Monterrey,1994,0.482
México,Urbano,Monterrey,2002,0.499
México,Urbano,Monterrey,2005,0.425
México,Urbano,Monterrey,2010,0.395
México,Urbano,Morelia,1989,--
México,Urbano,Morelia,1994,--
México,Urbano,Morelia,2002,--
México,Urbano,Morelia,2005,0.52
México,Urbano,Morelia,2010,0.418
México,Urbano,Oaxaca de Juárez,1989,--
México,Urbano,Oaxaca de Juárez,1994,--
México,Urbano,Oaxaca de Juárez,2002,0.363
México,Urbano,Oaxaca de Juárez,2005,0.438
México,Urbano,Oaxaca de Juárez,2010,0.365
México,Urbano,Puebla,1989,--
México,Urbano,Puebla,1994,--
México,Urbano,Puebla,2002,0.439
México,Urbano,Puebla,2005,--
México,Urbano,Puebla,2010,0.407
México,Urbano,Saltillo,1989,--
México,Urbano,Saltillo,1994,0.519
México,Urbano,Saltillo,2002,0.376
México,Urbano,Saltillo,2005,0.463
México,Urbano,Saltillo,2010,0.49
México,Urbano,San Francisco de Campeche,1989,--
México,Urbano,San Francisco de Campeche,1994,0.307
México,Urbano,San Francisco de Campeche,2002,0.437
México,Urbano,San Francisco de Campeche,2005,0.522
México,Urbano,San Francisco de Campeche,2010,--
México,Urbano,San Luis de Potosí,1989,0.404
México,Urbano,San Luis de Potosí,1994,--
México,Urbano,San Luis de Potosí,2002,--
México,Urbano,San Luis de Potosí,2005,--
México,Urbano,San Luis de Potosí,2010,0.401
México,Urbano,Santiago de Querétaro,1989,--
México,Urbano,Santiago de Querétaro,1994,--
México,Urbano,Santiago de Querétaro,2002,0.419
México,Urbano,Santiago de Querétaro,2005,0.489
México,Urbano,Santiago de Querétaro,2010,0.466
México,Urbano,Tampico,1989,--
México,Urbano,Tampico,1994,--
México,Urbano,Tampico,2002,--
México,Urbano,Tampico,2005,0.456
México,Urbano,Tampico,2010,0.402
México,Urbano,Tepic,1989,0.453
México,Urbano,Tepic,1994,--
México,Urbano,Tepic,2002,0.428
México,Urbano,Tepic,2005,0.395
México,Urbano,Tepic,2010,0.376
México,Urbano,Tijuana,1989,0.407
México,Urbano,Tijuana,1994,--
México,Urbano,Tijuana,2002,0.38
México,Urbano,Tijuana,2005,0.483
México,Urbano,Tijuana,2010,0.501
México,Urbano,Toluca de Lerdo,1989,--
México,Urbano,Toluca de Lerdo,1994,0.44
México,Urbano,Toluca de Lerdo,2002,0.53
México,Urbano,Toluca de Lerdo,2005,0.525
México,Urbano,Toluca de Lerdo,2010,--
México,Urbano,Torreón,1989,--
México,Urbano,Torreón,1994,0.384
México,Urbano,Torreón,2002,0.383
México,Urbano,Torreón,2005,0.533
México,Urbano,Torreón,2010,0.389
México,Urbano,Tuxtla Gutierrez,1989,--
México,Urbano,Tuxtla Gutierrez,1994,--
México,Urbano,Tuxtla Gutierrez,2002,0.436
México,Urbano,Tuxtla Gutierrez,2005,0.474
México,Urbano,Tuxtla Gutierrez,2010,0.456
México,Urbano,Veracruz,1989,--
México,Urbano,Veracruz,1994,0.414
México,Urbano,Veracruz,2002,0.45
México,Urbano,Veracruz,2005,0.385
México,Urbano,Veracruz,2010,0.414
México,Urbano,Villahermosa,1989,0.465
México,Urbano,Villahermosa,1994,--
México,Urbano,Villahermosa,2002,0.559
México,Urbano,Villahermosa,2005,0.501
México,Urbano,Villahermosa,2010,0.372
México,Urbano,Zacatecas,1989,--
México,Urbano,Zacatecas,1994,--
México,Urbano,Zacatecas,2002,0.519
México,Urbano,Zacatecas,2005,0.447
México,Urbano,Zacatecas,2010,0.479
Nicaragua,Urbano,Chinandega,1993,--
Nicaragua,Urbano,Chinandega,1998,0.379
Nicaragua,Urbano,Chinandega,2001,0.491
Nicaragua,Urbano,Chinandega,2005,0.407
Nicaragua,Urbano,Estelí,1993,0.582
Nicaragua,Urbano,Estelí,1998,0.442
Nicaragua,Urbano,Estelí,2001,0.485
Nicaragua,Urbano,Estelí,2005,0.491
Nicaragua,Urbano,Granada,1993,0.439
Nicaragua,Urbano,Granada,1998,0.509
Nicaragua,Urbano,Granada,2001,0.522
Nicaragua,Urbano,Granada,2005,0.505
Nicaragua,Urbano,León,1993,0.492
Nicaragua,Urbano,León,1998,0.428
Nicaragua,Urbano,León,2001,0.384
Nicaragua,Urbano,León,2005,0.534
Nicaragua,Urbano,Managua,1993,0.53
Nicaragua,Urbano,Managua,1998,0.572
Nicaragua,Urbano,Managua,2001,0.589
Nicaragua,Urbano,Managua,2005,0.513
Nicaragua,Urbano,Masaya,1993,--
Nicaragua,Urbano,Masaya,1998,0.464
Nicaragua,Urbano,Masaya,2001,0.515
Nicaragua,Urbano,Masaya,2005,0.49
Nicaragua,Urbano,Nueva Guinea,1993,--
Nicaragua,Urbano,Nueva Guinea,1998,0.609
Nicaragua,Urbano,Nueva Guinea,2001,0.545
Nicaragua,Urbano,Nueva Guinea,2005,0.547
Panamá,Urbano,Chitre,1991,--
Panamá,Urbano,Chitre,1994,--
Panamá,Urbano,Chitre,1999,--
Panamá,Urbano,Chitre,2002,--
Panamá,Urbano,Chitre,2005,0.469
Panamá,Urbano,Chitre,2010,0.429
Panamá,Urbano,Colón,1991,--
Panamá,Urbano,Colón,1994,--
Panamá,Urbano,Colón,1999,--
Panamá,Urbano,Colón,2002,--
Panamá,Urbano,Colón,2005,0.456
Panamá,Urbano,Colón,2010,0.438
Panamá,Urbano,David,1991,--
Panamá,Urbano,David,1994,--
Panamá,Urbano,David,1999,--
Panamá,Urbano,David,2002,--
Panamá,Urbano,David,2005,0.462
Panamá,Urbano,David,2010,0.449
Panamá,Urbano,Panamá Ciudad,1991,0.552
Panamá,Urbano,Panamá Ciudad,1994,0.55
Panamá,Urbano,Panamá Ciudad,1999,0.515
Panamá,Urbano,Panamá Ciudad,2002,0.516
Panamá,Urbano,Panamá Ciudad,2005,0.476
Panamá,Urbano,Panamá Ciudad,2010,0.46
Paraguay,Urbano,Asunción,1990,0.445
Paraguay,Urbano,Asunción,1994,0.504
Paraguay,Urbano,Asunción,2000,0.515
Paraguay,Urbano,Asunción,2005,0.482
Paraguay,Urbano,Asunción,2010,0.5
Perú,Urbano,Arequipa,1999,--
Perú,Urbano,Arequipa,2003,0.436
Perú,Urbano,Arequipa,2006,0.399
Perú,Urbano,Arequipa,2010,0.369
Perú,Urbano,Ayacucho,1999,--
Perú,Urbano,Ayacucho,2003,0.345
Perú,Urbano,Ayacucho,2006,0.407
Perú,Urbano,Ayacucho,2010,0.374
Perú,Urbano,Bagua Grande,1999,--
Perú,Urbano,Bagua Grande,2003,0.459
Perú,Urbano,Bagua Grande,2006,0.423
Perú,Urbano,Bagua Grande,2010,0.43
Perú,Urbano,Cajamarca,1999,0.36
Perú,Urbano,Cajamarca,2003,0.407
Perú,Urbano,Cajamarca,2006,0.496
Perú,Urbano,Cajamarca,2010,0.445
Perú,Urbano,Cerro de Pasco,1999,--
Perú,Urbano,Cerro de Pasco,2003,0.382
Perú,Urbano,Cerro de Pasco,2006,0.448
Perú,Urbano,Cerro de Pasco,2010,0.361
Perú,Urbano,Chiclayo,1999,--
Perú,Urbano,Chiclayo,2003,0.405
Perú,Urbano,Chiclayo,2006,0.395
Perú,Urbano,Chiclayo,2010,0.38
Perú,Urbano,Chimbote,1999,--
Perú,Urbano,Chimbote,2003,0.302
Perú,Urbano,Chimbote,2006,0.322
Perú,Urbano,Chimbote,2010,0.335
Perú,Urbano,Cusco,1999,--
Perú,Urbano,Cusco,2003,0.372
Perú,Urbano,Cusco,2006,0.419
Perú,Urbano,Cusco,2010,0.422
Perú,Urbano,Huancavelica,1999,--
Perú,Urbano,Huancavelica,2003,0.465
Perú,Urbano,Huancavelica,2006,0.4
Perú,Urbano,Huancavelica,2010,--
Perú,Urbano,Huancayo,1999,--
Perú,Urbano,Huancayo,2003,0.375
Perú,Urbano,Huancayo,2006,0.403
Perú,Urbano,Huancayo,2010,0.329
Perú,Urbano,Huanuco,1999,--
Perú,Urbano,Huanuco,2003,0.36
Perú,Urbano,Huanuco,2006,0.442
Perú,Urbano,Huanuco,2010,--
Perú,Urbano,Ica,1999,--
Perú,Urbano,Ica,2003,0.319
Perú,Urbano,Ica,2006,0.319
Perú,Urbano,Ica,2010,0.317
Perú,Urbano,Ilo,1999,--
Perú,Urbano,Ilo,2003,0.377
Perú,Urbano,Ilo,2006,0.44
Perú,Urbano,Ilo,2010,0.387
Perú,Urbano,Iquitos,1999,--
Perú,Urbano,Iquitos,2003,0.407
Perú,Urbano,Iquitos,2006,0.434
Perú,Urbano,Iquitos,2010,0.461
Perú,Urbano,Juliaca,1999,--
Perú,Urbano,Juliaca,2003,0.432
Perú,Urbano,Juliaca,2006,0.351
Perú,Urbano,Juliaca,2010,0.378
Perú,Urbano,Lapeca,1999,--
Perú,Urbano,Lapeca,2003,--
Perú,Urbano,Lapeca,2006,0.385
Perú,Urbano,Lapeca,2010,0.403
Perú,Urbano,Lima,1999,0.528
Perú,Urbano,Lima,2003,0.49
Perú,Urbano,Lima,2006,0.407
Perú,Urbano,Lima,2010,0.401
Perú,Urbano,Moquegua,1999,--
Perú,Urbano,Moquegua,2003,0.422
Perú,Urbano,Moquegua,2006,0.417
Perú,Urbano,Moquegua,2010,0.379
Perú,Urbano,Moyobamba,1999,--
Perú,Urbano,Moyobamba,2003,--
Perú,Urbano,Moyobamba,2006,0.464
Perú,Urbano,Moyobamba,2010,0.392
Perú,Urbano,Piura,1999,--
Perú,Urbano,Piura,2003,0.434
Perú,Urbano,Piura,2006,0.395
Perú,Urbano,Piura,2010,0.4
Perú,Urbano,Pucallpa,1999,--
Perú,Urbano,Pucallpa,2003,0.378
Perú,Urbano,Pucallpa,2006,0.358
Perú,Urbano,Pucallpa,2010,0.318
Perú,Urbano,Sullana,1999,--
Perú,Urbano,Sullana,2003,0.385
Perú,Urbano,Sullana,2006,0.344
Perú,Urbano,Sullana,2010,0.318
Perú,Urbano,Tacna,1999,--
Perú,Urbano,Tacna,2003,0.406
Perú,Urbano,Tacna,2006,0.39
Perú,Urbano,Tacna,2010,0.348
Perú,Urbano,Tambo Pata,1999,--
Perú,Urbano,Tambo Pata,2003,0.342
Perú,Urbano,Tambo Pata,2006,0.366
Perú,Urbano,Tambo Pata,2010,0.337
Perú,Urbano,Tarapoto,1999,--
Perú,Urbano,Tarapoto,2003,0.372
Perú,Urbano,Tarapoto,2006,0.424
Perú,Urbano,Tarapoto,2010,0.419
Perú,Urbano,Trujillo,1999,--
Perú,Urbano,Trujillo,2003,0.4
Perú,Urbano,Trujillo,2006,0.385
Perú,Urbano,Trujillo,2010,0.382
Perú,Urbano,Tumbes,1999,--
Perú,Urbano,Tumbes,2003,0.366
Perú,Urbano,Tumbes,2006,0.315
Perú,Urbano,Tumbes,2010,0.321
Uruguay,Urbano,Montevideo,1990,0.509
Uruguay,Urbano,Montevideo,1994,0.403
Uruguay,Urbano,Montevideo,1999,0.437
Uruguay,Urbano,Montevideo,2002,0.451
Uruguay,Urbano,Montevideo,2005,0.459
Uruguay,Urbano,Montevideo,2010,0.429
Venezuela (República Bolivariana de),Urbano,Caracas,1990,0.415
Venezuela (República Bolivariana de),Urbano,Caracas,1994,0.453
Venezuela (República Bolivariana de),Urbano,Caracas,1999,0.466
Venezuela (República Bolivariana de),Urbano,Caracas,2002,0.452
Venezuela (República Bolivariana de),Urbano,Caracas,2005,0.467
Venezuela (República Bolivariana de),Urbano,Caracas,2010,0.377
